Lambda (nm),transmission
1045,0.0141371
1045.5,0.0151453
1046,0.016152801
1046.5,0.0156446
1047,0.015137
1047.5,0.0135251
1048,0.0119107
1048.5,0.0101679
1049,0.00842889
1049.5,0.00718057
1050,0.00592989
1050.5,0.00517533
1051,0.00442077
1051.5,0.00399574
1052,0.00357154
1052.5,0.00336132
1053,0.00315064
1053.5,0.00308237
1054,0.0030142
1054.5,0.00305027
1055,0.00308632
1055.5,0.00323604
1056,0.00338629
1056.5,0.00370116
1057,0.00401517
1057.5,0.00455869
1058,0.00510202
1058.5,0.00606079
1059,0.00701996
1059.5,0.00860118
1060,0.01018
1060.5,0.012470401
1061,0.0147628
1061.5,0.017498199
1062,0.0202364
1062.5,0.021805
1063,0.0233696
1063.5,0.0230579
1064,0.0227454
1064.5,0.0208529
1065,0.0189582
1065.5,0.016788099
1066,0.0146226
1066.5,0.013030101
1067,0.011437
1067.5,0.0104924
1068,0.00954594
1068.5,0.00904218
1069,0.00853991
1069.5,0.00842436
1070,0.0083088
1070.5,0.00852884
1071,0.00874965
1071.5,0.00934958
1072,0.00994838
1072.5,0.0109737
1073,0.0119974
1073.5,0.0136535
1074,0.0153156
1074.5,0.0175554
1075,0.0197902
1075.5,0.022039701
1076,0.0242879
1076.5,0.0256075
1077,0.026929899
1077.5,0.026425501
1078,0.025921699
1078.5,0.024061999
1079,0.022203699
1079.5,0.0199305
1080,0.0176527
1080.5,0.0156497
1081,0.013648201
1081.5,0.0123088
1082,0.0109694
1082.5,0.0101365
1083,0.00930448
1083.5,0.00884045
1084,0.00837677
1084.5,0.00822253
1085,0.00806769
1085.5,0.0081193
1086,0.00817072
1086.5,0.00849055
1087,0.00881082
1087.5,0.0094574
1088,0.010106
1088.5,0.0111553
1089,0.0122005
1089.5,0.0138385
1090,0.0154789
1090.5,0.017815801
1091,0.020152199
1091.5,0.022986899
1092,0.0258252
1092.5,0.028216501
1093,0.030602099
1093.5,0.0315185
1094,0.032434799
1094.5,0.0313636
1095,0.030289299
1095.5,0.0279092
1096,0.0255327
1096.5,0.022964001
1097,0.0203941
1097.5,0.0184155
1098,0.0164397
1098.5,0.015111
1099,0.0137789
1099.5,0.0129129
1100,0.0120465
1100.5,0.0115797
1101,0.0111144
1101.5,0.0109777
1102,0.0108408
1102.5,0.0109954
1103,0.0111499
1103.5,0.0116423
1104,0.0121362
1104.5,0.0129666
1105,0.0137931
1105.5,0.015268
1106,0.0167463
1106.5,0.0191061
1107,0.021461499
1107.5,0.0255875
1108,0.0297297
1108.5,0.036722401
1109,0.043685999
1109.5,0.0558261
1110,0.067983702
1110.5,0.086439698
1111,0.104884
1111.5,0.125106995
1112,0.145425997
1112.5,0.155814004
1113,0.166171999
1113.5,0.160545995
1114,0.154921005
1114.5,0.140240998
1115,0.125583005
1115.5,0.111518998
1116,0.097384298
1116.5,0.088045199
1117,0.078722602
1117.5,0.073687802
1118,0.068646902
1118.5,0.0663677
1119,0.064097898
1119.5,0.0645236
1120,0.064950198
1120.5,0.067673199
1121,0.0703989
1121.5,0.076006399
1122,0.081615301
1122.5,0.090816
1123,0.100032997
1123.5,0.113385997
1124,0.126691
1124.5,0.145513006
1125,0.164409995
1125.5,0.183472002
1126,0.202469993
1126.5,0.215035002
1127,0.227647997
1127.5,0.22637099
1128,0.22509601
1128.5,0.21154501
1129,0.198034011
1129.5,0.180868001
1130,0.163656997
1130.5,0.148275995
1131,0.132953003
1131.5,0.122406997
1132,0.111809
1132.5,0.105222
1133,0.098638795
1133.5,0.095455803
1134,0.092274201
1134.5,0.092009798
1135,0.091745099
1135.5,0.094074901
1136,0.096394902
1136.5,0.102325995
1137,0.108272
1137.5,0.119424996
1138,0.130591996
1138.5,0.148764998
1139,0.166956999
1139.5,0.195344002
1140,0.223766011
1140.5,0.263411994
1141,0.302875997
1141.5,0.340389996
1142,0.37797899
1142.5,0.393080991
1143,0.40821
1143.5,0.388858002
1144,0.369532988
1144.5,0.330852997
1145,0.292081991
1145.5,0.252801995
1146,0.213535991
1146.5,0.185209
1147,0.156937004
1147.5,0.139164005
1148,0.121372996
1148.5,0.110253005
1149,0.099128799
1149.5,0.092405098
1150,0.085691299
1150.5,0.081969099
1151,0.0782335
1151.5,0.0765812
1152,0.074927497
1152.5,0.074854901
1153,0.074782397
1153.5,0.076615298
1154,0.0784487
1154.5,0.082268298
1155,0.086095103
1155.5,0.0921442
1156,0.098175404
1156.5,0.108389999
1157,0.118606002
1157.5,0.134259998
1158,0.149985997
1158.5,0.173210003
1159,0.19640401
1159.5,0.231121993
1160,0.265733991
1160.5,0.31244501
1161,0.35936099
1161.5,0.407274021
1162,0.455154013
1162.5,0.484834984
1163,0.514358981
1163.5,0.513903005
1164,0.513446005
1164.5,0.484352
1165,0.455177017
1165.5,0.415454013
1166,0.375806005
1166.5,0.340865995
1167,0.305942004
1167.5,0.281062
1168,0.256094011
1168.5,0.239774003
1169,0.223439001
1169.5,0.212982995
1170,0.202548993
1170.5,0.197255006
1171,0.191971997
1171.5,0.191390002
1172,0.190807995
1172.5,0.194425997
1173,0.198048004
1173.5,0.205637002
1174,0.213215011
1174.5,0.226230989
1175,0.239225989
1175.5,0.260659005
1176,0.282130996
1176.5,0.313265994
1177,0.344460993
1177.5,0.38979901
1178,0.43519102
1178.5,0.500498014
1179,0.565870991
1179.5,0.650152983
1180,0.734237023
1180.5,0.829986017
1181,0.92583904
1181.5,1.008949988
1182,1.092030015
1182.5,1.12765003
1183,1.163270045
1183.5,1.141909976
1184,1.120590046
1184.5,1.062260009
1185,1.00405002
1185.5,0.937339012
1186,0.870552007
1186.5,0.813219044
1187,0.755727012
1187.5,0.713163987
1188,0.670565013
1188.5,0.641184999
1189,0.611882983
1189.5,0.596529013
1190,0.58118999
1190.5,0.577769009
1191,0.574343
1191.5,0.582173979
1192,0.590032991
1192.5,0.608575996
1193,0.627142983
1193.5,0.658384012
1194,0.689660991
1194.5,0.738481013
1195,0.78707803
1195.5,0.858552009
1196,0.929921959
1196.5,1.03658
1197,1.143310033
1197.5,1.30305998
1198,1.462899987
1198.5,1.702170074
1199,1.942270063
1199.5,2.304580063
1200,2.666079998
1200.5,9.5E-05
