Lambda (nm),transmission
1031,47.83709943
1031.5,47.72889912
1032,47.24490047
1032.5,46.8757987
1033,46.59880102
1033.5,46.14390135
1034,45.70730031
1034.5,45.25789917
1035,44.79250014
1035.5,44.43739951
1036,43.90290082
1036.5,43.43169928
1037,43.08220148
1037.5,42.58680046
1038,42.05630124
1038.5,41.6568011
1039,41.2450999
1039.5,40.6471014
1040,40.31279981
1040.5,39.92300034
1041,39.32920098
1041.5,38.95049989
1042,38.56070042
1042.5,37.97259927
1043,37.54450083
1043.5,37.22150028
1044,36.62480116
1044.5,36.13579869
1045,35.79320014
1045.5,35.24059951
1046,34.62029994
1046.5,34.36619937
1047,33.76399875
1047.5,33.20299983
1048,32.81460106
1048.5,32.42230117
1049,31.76150024
1049.5,31.46510124
1050,31.06980026
1050.5,30.47769964
1051,30.14230132
1051.5,29.8920989
1052,29.38899994
1052.5,29.07029986
1053,28.90180051
1053.5,28.51890028
1054,28.21139991
1054.5,28.11850011
1055,27.89050043
1055.5,27.60399878
1056,27.49969959
1056.5,27.47870088
1057,27.2220999
1057.5,27.13289857
1058,27.11499929
1058.5,27.01520026
1059,26.93879902
1059.5,26.90370083
1060,26.91690028
1060.5,26.87180042
1061,26.7441988
1061.5,26.70809925
1062,26.74410045
1062.5,26.5933007
1063,26.40399933
1063.5,26.45460069
1064,26.27550066
1064.5,25.99540055
1065,25.90380013
1065.5,25.72230101
1066,25.41860044
1066.5,25.15769899
1067,24.89369959
1067.5,24.62120056
1068,24.29179996
1068.5,23.9399001
1069,23.65639955
1069.5,23.42540026
1070,22.98910022
1070.5,22.62919992
1071,22.44240046
1071.5,22.07130045
1072,21.71279937
1072.5,21.48649991
1073,21.24949992
1073.5,20.9882006
1074,20.76109946
1074.5,20.49469948
1075,20.33250034
1075.5,20.23510039
1076,19.9605003
1076.5,19.79849935
1077,19.73260045
1077.5,19.61680055
1078,19.49940026
1078.5,19.35369968
1079,19.26019937
1079.5,19.27219927
1080,19.17880028
1080.5,18.98680031
1081,18.93859953
1081.5,18.8767001
1082,18.82809997
1082.5,18.71490031
1083,18.52380037
1083.5,18.4600994
1084,18.38369966
1084.5,18.19580048
1085,18.03220063
1085.5,17.88000017
1086,17.72650033
1086.5,17.58649945
1087,17.31619984
1087.5,17.0837
1088,16.95750058
1088.5,16.76419973
1089,16.50390029
1089.5,16.28939956
1090,16.03090018
1090.5,15.9017995
1091,15.7231003
1091.5,15.46099931
1092,15.25650024
1092.5,15.03510028
1093,14.87530023
1093.5,14.71839994
1094,14.45689946
1094.5,14.25150037
1095,14.09990042
1095.5,13.8883993
1096,13.70279938
1096.5,13.45809996
1097,13.20140064
1097.5,13.0129993
1098,12.77289987
1098.5,12.52540052
1099,12.22560033
1099.5,11.91440001
1100,11.66580021
1100.5,11.37989983
1101,10.99969968
1101.5,10.69469973
1102,10.35180017
1102.5,10.01050025
1103,9.694760293
1103.5,9.34131965
1104,9.009689838
1104.5,8.657550067
1105,8.329170197
1105.5,8.079969883
1106,7.751350105
1106.5,7.459759712
1107,7.191640139
1107.5,6.92858994
1108,6.717249751
1108.5,6.477089971
1109,6.267199665
1109.5,6.082379818
1110,5.885960162
1110.5,5.732719973
1111,5.593160167
1111.5,5.468029901
1112,5.371449888
1112.5,5.23394011
1113,5.142569914
1113.5,5.078490078
1114,5.013410002
1114.5,4.976170138
1115,4.915419966
1115.5,4.885980114
1116,4.864130169
1116.5,4.823129997
1117,4.828339815
1117.5,4.830820113
1118,4.83920984
1118.5,4.848759994
1119,4.818660021
1119.5,4.832899943
1120,4.834159836
1120.5,4.84299995
1121,4.855800048
1121.5,4.824240133
1122,4.832589999
1122.5,4.798329994
1123,4.763180017
1123.5,4.708850011
1124,4.635189846
1124.5,4.596230015
1125,4.517680034
1125.5,4.433250055
1126,4.335710034
1126.5,4.216049984
1127,4.126669839
1127.5,4.008229822
1128,3.897440061
1128.5,3.787880018
1129,3.682149947
1129.5,3.596289828
1130,3.476529941
1130.5,3.373970091
1131,3.267090023
1131.5,3.17854993
1132,3.114520013
1132.5,3.031760082
1133,2.97478009
1133.5,2.907679975
1134,2.856330015
1134.5,2.813610062
1135,2.757569961
1135.5,2.726170048
1136,2.690210007
1136.5,2.672730014
1137,2.654989995
1137.5,2.633270063
1138,2.615839988
1138.5,2.583670057
1139,2.565819956
1139.5,2.536310069
1140,2.505359985
1140.5,2.470999956
1141,2.421789989
1141.5,2.37447992
1142,2.30903998
1142.5,2.235870063
1143,2.147280052
1143.5,2.041170001
1144,1.930250041
1144.5,1.823710091
1145,1.724850014
1145.5,1.617320068
1146,1.514449995
1146.5,1.408510003
1147,1.303180028
1147.5,1.206419989
1148,1.114260033
1148.5,1.030809991
1149,0.948167965
1149.5,0.875447039
1150,0.805974007
1150.5,0.744494004
1151,0.693027023
1151.5,0.642756
1152,0.60032201
1152.5,0.558600016
1153,0.521566998
1153.5,0.487839989
1154,0.460025994
1154.5,0.435792003
1155,0.411396986
1155.5,0.390469003
1156,0.370531995
1156.5,0.355169992
1157,0.341655011
1157.5,0.330153992
1158,0.320444
1158.5,0.310019008
1159,0.302860001
1159.5,0.294776005
1160,0.289965002
1160.5,0.286174007
1161,0.28371301
1161.5,0.281369989
1162,0.279922993
1162.5,0.279700989
1163,0.280078989
1163.5,0.284536998
1164,0.28786601
1164.5,0.293652993
1165,0.299556996
1165.5,0.30706299
1166,0.315706991
1166.5,0.326037989
1167,0.337216002
1167.5,0.349411997
1168,0.364440004
1168.5,0.378422998
1169,0.39491402
1169.5,0.410044985
1170,0.426216982
1170.5,0.440633018
1171,0.454204017
1171.5,0.465343986
1172,0.472990004
1172.5,0.477496022
1173,0.474470016
1173.5,0.469047017
1174,0.455927011
1174.5,0.439951988
1175,0.418640999
1175.5,0.395243987
1176,0.368658989
1176.5,0.342003
1177,0.315717002
1177.5,0.289106998
1178,0.26595199
1178.5,0.24204501
1179,0.221096002
1179.5,0.201172009
1180,0.183863996
1180.5,0.167668005
1181,0.154750003
1181.5,0.142536999
1182,0.131749001
1182.5,0.122501003
1183,0.114329997
1183.5,0.107026997
1184,0.100434001
1184.5,0.094907999
1185,0.089505402
1185.5,0.085392199
1186,0.081566197
1186.5,0.078693801
1187,0.0758157
1187.5,0.073679403
1188,0.071551598
1188.5,0.069685199
1189,0.068272097
1189.5,0.066889799
1190,0.066141301
1190.5,0.065299502
1191,0.065176003
1191.5,0.065096101
1192,0.065449398
1192.5,0.065540499
1193,0.0662159
1193.5,0.066503201
1194,0.067344902
1194.5,0.067721499
1195,0.068475702
1195.5,0.068875297
1196,0.069432799
1196.5,0.069637498
1197,0.0697068
1197.5,0.069254899
1198,0.068374898
1198.5,0.066898001
1199,0.064689701
1199.5,0.062068802
1200,0.058857701
1200.5,9.5E-05
