Lambda (nm),transmission
1051,0.00119889
1051.5,0.001168
1052,0.00112069
1052.5,0.00110555
1053,0.00104965
1053.5,0.00101594
1054,0.0010088
1054.5,0.00098307
1055,0.000972608
1055.5,0.000961396
1056,0.000970726
1056.5,0.000976602
1057,0.000973045
1057.5,0.000986027
1058,0.00100703
1058.5,0.00101916
1059,0.00104978
1059.5,0.00108883
1060,0.00113275
1060.5,0.00118307
1061,0.00124521
1061.5,0.00134213
1062,0.00143989
1062.5,0.0015375
1063,0.00166998
1063.5,0.00184172
1064,0.00203328
1064.5,0.00227908
1065,0.00257078
1065.5,0.00297691
1066,0.0034531
1066.5,0.00410431
1067,0.00498224
1067.5,0.00603614
1068,0.00738138
1068.5,0.00899042
1069,0.0106907
1069.5,0.012415
1070,0.0139952
1070.5,0.015087301
1071,0.0155243
1071.5,0.0153028
1072,0.014432899
1072.5,0.013015101
1073,0.0112872
1073.5,0.00944867
1074,0.00778287
1074.5,0.00629093
1075,0.00507571
1075.5,0.00416348
1076,0.00341712
1076.5,0.00284339
1077,0.00242994
1077.5,0.00209697
1078,0.00182909
1078.5,0.00163985
1079,0.00146209
1079.5,0.00132761
1080,0.00119164
1080.5,0.00108298
1081,0.00100834
1081.5,0.000953565
1082,0.000886931
1082.5,0.000839851
1083,0.00080403
1083.5,0.000764527
1084,0.000719129
1084.5,0.00070159
1085,0.000667404
1085.5,0.000660131
1086,0.00064597
1086.5,0.000637436
1087,0.000618036
1087.5,0.000605795
1088,0.000616587
1088.5,0.000600974
1089,0.000614471
1089.5,0.000580395
1090,0.000600873
1090.5,0.00060219
1091,0.00060866
1091.5,0.000630445
1092,0.00063239
1092.5,0.000647156
1093,0.000640204
1093.5,0.000666368
1094,0.000699495
1094.5,0.000708079
1095,0.000727318
1095.5,0.000752153
1096,0.000796727
1096.5,0.000820632
1097,0.000847832
1097.5,0.000884542
1098,0.000909282
1098.5,0.000971024
1099,0.00100456
1099.5,0.00106782
1100,0.00109165
1100.5,0.00113853
1101,0.00119581
1101.5,0.00123291
1102,0.00130978
1102.5,0.00132896
1103,0.00140039
1103.5,0.00144446
1104,0.00149946
1104.5,0.00156574
1105,0.00161679
1105.5,0.00166488
1106,0.00170812
1106.5,0.00176925
1107,0.00180724
1107.5,0.00184234
1108,0.00190466
1108.5,0.00195726
1109,0.002008
1109.5,0.00205247
1110,0.00210567
1110.5,0.00214934
1111,0.00222666
1111.5,0.00229745
1112,0.00236746
1112.5,0.00244174
1113,0.00252721
1113.5,0.00264529
1114,0.00276878
1114.5,0.00291116
1115,0.00303886
1115.5,0.00322978
1116,0.00342889
1116.5,0.00366506
1117,0.00394375
1117.5,0.0042738
1118,0.00463716
1118.5,0.00504929
1119,0.00558091
1119.5,0.00613514
1120,0.00677754
1120.5,0.00748739
1121,0.0082724
1121.5,0.00906032
1122,0.00986188
1122.5,0.0105824
1123,0.0111322
1123.5,0.011576
1124,0.0117874
1124.5,0.0117339
1125,0.0114028
1125.5,0.0108687
1126,0.0101926
1126.5,0.00936654
1127,0.00847916
1127.5,0.00765936
1128,0.00683604
1128.5,0.00607713
1129,0.00544421
1129.5,0.00485767
1130,0.00431771
1130.5,0.00390255
1131,0.00355108
1131.5,0.00322735
1132,0.00296522
1132.5,0.00273783
1133,0.00255545
1133.5,0.00238199
1134,0.00223926
1134.5,0.00211858
1135,0.00201692
1135.5,0.00193425
1136,0.0018599
1136.5,0.00179867
1137,0.00175465
1137.5,0.00171554
1138,0.00168647
1138.5,0.00167374
1139,0.00165466
1139.5,0.00164922
1140,0.00165313
1140.5,0.00164575
1141,0.00166535
1141.5,0.00167524
1142,0.00172068
1142.5,0.00173608
1143,0.00175978
1143.5,0.00178394
1144,0.00181779
1144.5,0.00181822
1145,0.0018263
1145.5,0.00183371
1146,0.00181793
1146.5,0.00180291
1147,0.0017652
1147.5,0.00172098
1148,0.00164282
1148.5,0.00157369
1149,0.00148596
1149.5,0.00140648
1150,0.0012967
1150.5,0.0012
1151,0.00111329
1151.5,0.000993931
1152,0.000900993
1152.5,0.000835871
1153,0.000747999
1153.5,0.000649747
1154,0.00061437
1154.5,0.000558782
1155,0.000485498
1155.5,0.000450605
1156,0.000400604
1156.5,0.000365043
1157,0.000346137
1157.5,0.00030974
1158,0.000276223
1158.5,0.0002587
1159,0.000234281
1159.5,0.000227332
1160,0.000219176
1160.5,0.000182513
1161,0.000179109
1161.5,0.000170781
1162,0.000154412
1162.5,0.000147718
1163,0.000164764
1163.5,0.000140912
1164,0.000132316
1164.5,0.000129814
1165,0.000130451
1165.5,0.000113682
1166,0.000101902
1166.5,9.5E-05
1167,9.5E-05
1167.5,9.5E-05
1168,9.6633E-05
1168.5,0.00011059
1169,9.5E-05
1169.5,9.5E-05
1170,9.5E-05
1170.5,9.5E-05
1171,9.5E-05
1171.5,9.5E-05
1172,9.5E-05
1172.5,9.5E-05
1173,9.5E-05
1173.5,9.5E-05
1174,9.5E-05
1174.5,9.5E-05
1175,9.5E-05
1175.5,9.5E-05
1176,9.5E-05
1176.5,9.5E-05
1177,9.5E-05
1177.5,9.5E-05
1178,9.5E-05
1178.5,9.5E-05
1179,9.5E-05
1179.5,9.5E-05
1180,9.5E-05
1180.5,9.5E-05
1181,9.5E-05
1181.5,9.5E-05
1182,9.5E-05
1182.5,9.5E-05
1183,9.5E-05
1183.5,9.5E-05
1184,9.5E-05
1184.5,9.5E-05
1185,9.5E-05
1185.5,9.5E-05
1186,9.5E-05
1186.5,9.5E-05
1187,9.5E-05
1187.5,9.5E-05
1188,9.5E-05
1188.5,9.5E-05
1189,9.5E-05
1189.5,9.5E-05
1190,9.5E-05
1190.5,9.86247E-05
1191,9.5E-05
1191.5,0.000115694
1192,0.000101594
1192.5,0.000104219
1193,0.000124046
1193.5,0.000123382
1194,0.000126982
1194.5,0.000127966
1195,0.000149205
1195.5,0.000136121
1196,0.00016251
1196.5,0.000152981
1197,0.000170337
1197.5,0.000163474
1198,0.000190315
1198.5,0.000192154
1199,0.000206871
1199.5,0.0002235
1200,0.000226833
1200.5,9.5E-05
