Lambda (nm),transmission
1037.5,0.000557412
1038,0.000552923
1038.5,0.000499406
1039,0.000500098
1039.5,0.000483432
1040,0.000486672
1040.5,0.000454762
1041,0.000438404
1041.5,0.000433958
1042,0.000431243
1042.5,0.000424291
1043,0.000392615
1043.5,0.000415056
1044,0.000397122
1044.5,0.000390866
1045,0.000384607
1045.5,0.000404182
1046,0.000391589
1046.5,0.000406408
1047,0.000408162
1047.5,0.000396905
1048,0.000421165
1048.5,0.000438429
1049,0.000460673
1049.5,0.000465581
1050,0.000469325
1050.5,0.000492671
1051,0.000496112
1051.5,0.000549355
1052,0.000577768
1052.5,0.000620753
1053,0.000624286
1053.5,0.000658281
1054,0.000718233
1054.5,0.000752931
1055,0.000814905
1055.5,0.00085242
1056,0.000938306
1056.5,0.000998443
1057,0.00105637
1057.5,0.0011135
1058,0.00120166
1058.5,0.0012762
1059,0.00135876
1059.5,0.00143326
1060,0.00150074
1060.5,0.00158487
1061,0.00164479
1061.5,0.00169318
1062,0.0017501
1062.5,0.00174741
1063,0.00177143
1063.5,0.00179237
1064,0.00179502
1064.5,0.0017701
1065,0.0017258
1065.5,0.00170572
1066,0.0016562
1066.5,0.00161762
1067,0.00158614
1067.5,0.00152418
1068,0.00149418
1068.5,0.00144725
1069,0.00141545
1069.5,0.00136476
1070,0.00133843
1070.5,0.00130877
1071,0.00128385
1071.5,0.0012537
1072,0.00123285
1072.5,0.00119956
1073,0.00119268
1073.5,0.00120424
1074,0.00118233
1074.5,0.00118292
1075,0.00118432
1075.5,0.00120481
1076,0.00119022
1076.5,0.00120422
1077,0.00121711
1077.5,0.00123416
1078,0.00126031
1078.5,0.00129774
1079,0.00132918
1079.5,0.00136637
1080,0.0013977
1080.5,0.00141075
1081,0.00147977
1081.5,0.00153795
1082,0.0015958
1082.5,0.00164769
1083,0.00173421
1083.5,0.00182572
1084,0.00188303
1084.5,0.00199784
1085,0.00209359
1085.5,0.00220931
1086,0.00233569
1086.5,0.00246988
1087,0.00261368
1087.5,0.00277371
1088,0.00293008
1088.5,0.00310926
1089,0.00331752
1089.5,0.00349674
1090,0.00372285
1090.5,0.00393726
1091,0.00417975
1091.5,0.00439444
1092,0.0046252
1092.5,0.00486235
1093,0.00508893
1093.5,0.00531048
1094,0.00555357
1094.5,0.00573219
1095,0.00593828
1095.5,0.00610945
1096,0.00626537
1096.5,0.00641568
1097,0.0065519
1097.5,0.00663904
1098,0.00671224
1098.5,0.0067984
1099,0.00684984
1099.5,0.006891
1100,0.00690693
1100.5,0.00690433
1101,0.00692707
1101.5,0.00692418
1102,0.00693489
1102.5,0.0069173
1103,0.00694121
1103.5,0.00692876
1104,0.00693863
1104.5,0.00696555
1105,0.00699118
1105.5,0.0070174
1106,0.00704181
1106.5,0.00708767
1107,0.00714631
1107.5,0.00720545
1108,0.00728767
1108.5,0.00739297
1109,0.00751548
1109.5,0.0076219
1110,0.00776013
1110.5,0.00788256
1111,0.00804663
1111.5,0.00824784
1112,0.00844326
1112.5,0.00862798
1113,0.00884683
1113.5,0.00910356
1114,0.00935402
1114.5,0.00968765
1115,0.009933
1115.5,0.0102443
1116,0.0105801
1116.5,0.0109262
1117,0.0113167
1117.5,0.0117121
1118,0.0120969
1118.5,0.0125273
1119,0.012989499
1119.5,0.0134488
1120,0.0139232
1120.5,0.0144216
1121,0.0149325
1121.5,0.015454501
1122,0.0160089
1122.5,0.0165323
1123,0.0170388
1123.5,0.017635401
1124,0.018247
1124.5,0.0187967
1125,0.0193556
1125.5,0.0198846
1126,0.0204364
1126.5,0.0210211
1127,0.021635499
1127.5,0.0221612
1128,0.022659
1128.5,0.0232005
1129,0.0237189
1129.5,0.0242576
1130,0.024805099
1130.5,0.0253081
1131,0.025820499
1131.5,0.026288599
1132,0.026814101
1132.5,0.027319501
1133,0.027875899
1133.5,0.028373199
1134,0.028833901
1134.5,0.029352499
1135,0.029902
1135.5,0.030454801
1136,0.031025699
1136.5,0.031560601
1137,0.032131301
1137.5,0.032710799
1138,0.0333698
1138.5,0.034014299
1139,0.034679001
1139.5,0.035419301
1140,0.036012399
1140.5,0.0367595
1141,0.037515501
1141.5,0.038339899
1142,0.039148401
1142.5,0.040009801
1143,0.0408683
1143.5,0.041657101
1144,0.042639
1144.5,0.043648199
1145,0.044534399
1145.5,0.045604401
1146,0.046680699
1146.5,0.047661201
1147,0.0487677
1147.5,0.049874297
1148,0.050989102
1148.5,0.052137801
1149,0.053488999
1149.5,0.054628699
1150,0.055847701
1150.5,0.056955899
1151,0.058259798
1151.5,0.0595183
1152,0.060883799
1152.5,0.062332198
1153,0.063574401
1153.5,0.0649077
1154,0.0662237
1154.5,0.067562802
1155,0.068980199
1155.5,0.070494501
1156,0.071924902
1156.5,0.073330698
1157,0.074870099
1157.5,0.0763177
1158,0.077833701
1158.5,0.079381798
1159,0.080876698
1159.5,0.082507898
1160,0.084143103
1160.5,0.085886102
1161,0.087582303
1161.5,0.0893544
1162,0.0911212
1162.5,0.092951499
1163,0.094825902
1163.5,0.096879102
1164,0.098852697
1164.5,0.100954995
1165,0.103248004
1165.5,0.105335005
1166,0.107638002
1166.5,0.110003003
1167,0.112278003
1167.5,0.114683004
1168,0.117455004
1168.5,0.119996001
1169,0.122671004
1169.5,0.125557999
1170,0.128324004
1170.5,0.131365994
1171,0.134247995
1171.5,0.137458998
1172,0.140498998
1172.5,0.143722002
1173,0.147224998
1173.5,0.150380004
1174,0.154265005
1174.5,0.157713995
1175,0.161369005
1175.5,0.164946995
1176,0.168864999
1176.5,0.172314001
1177,0.176036998
1177.5,0.180118997
1178,0.183921005
1178.5,0.18809
1179,0.191958004
1179.5,0.196324009
1180,0.200343993
1180.5,0.204929989
1181,0.209124992
1181.5,0.213479996
1182,0.217606989
1182.5,0.222034007
1183,0.226324005
1183.5,0.230612
1184,0.235078996
1184.5,0.239421008
1185,0.244104001
1185.5,0.24894299
1186,0.253795995
1186.5,0.258537009
1187,0.263815001
1187.5,0.268507004
1188,0.273485994
1188.5,0.27837099
1189,0.283765001
1189.5,0.289043994
1190,0.294581009
1190.5,0.300689996
1191,0.305758999
1191.5,0.311345002
1192,0.31699799
1192.5,0.323101995
1193,0.32939699
1193.5,0.336480001
1194,0.342807989
1194.5,0.350402994
1195,0.357238995
1195.5,0.364597002
1196,0.371939992
1196.5,0.380121008
1197,0.387254008
1197.5,0.395155977
1198,0.403431011
1198.5,0.411461992
1199,0.419965992
1199.5,0.428697979
1200,0.436598994
1200.5,9.5E-05
