Lambda (nm),transmission
1028,0.000587123
1028.5,0.000570955
1029,0.000554766
1029.5,0.000539665
1030,0.000524616
1030.5,0.000514641
1031,0.000504651
1031.5,0.000483668
1032,0.000462707
1032.5,0.000452798
1033,0.000442874
1033.5,0.00044468
1034,0.000446486
1034.5,0.000447156
1035,0.000447825
1035.5,0.000449281
1036,0.000450741
1036.5,0.000470457
1037,0.000490131
1037.5,0.000502547
1038,0.00051498
1038.5,0.000544859
1039,0.000574728
1039.5,0.00060195
1040,0.000629129
1040.5,0.00063522
1041,0.000641323
1041.5,0.000660167
1042,0.000678988
1042.5,0.000675073
1043,0.000671157
1043.5,0.000674646
1044,0.000678137
1044.5,0.000654473
1045,0.000630843
1045.5,0.000605846
1046,0.000580797
1046.5,0.000566639
1047,0.000552529
1047.5,0.000517589
1048,0.000482574
1048.5,0.000461921
1049,0.00044132
1049.5,0.000420622
1050,0.000399906
1050.5,0.000387836
1051,0.000375763
1051.5,0.000366328
1052,0.000356894
1052.5,0.000353403
1053,0.000349914
1053.5,0.000346885
1054,0.000343851
1054.5,0.000325658
1055,0.000307511
1055.5,0.00031857
1056,0.000329649
1056.5,0.0003255
1057,0.000321349
1057.5,0.00032606
1058,0.000330758
1058.5,0.000336807
1059,0.000342862
1059.5,0.000360177
1060,0.000377495
1060.5,0.000399199
1061,0.000420922
1061.5,0.00045289
1062,0.000484845
1062.5,0.000510035
1063,0.00053519
1063.5,0.000582813
1064,0.000630456
1064.5,0.000682084
1065,0.000733783
1065.5,0.000816744
1066,0.000899541
1066.5,0.0010014
1067,0.00110347
1067.5,0.00127474
1068,0.001446
1068.5,0.00164378
1069,0.00184179
1069.5,0.00212691
1070,0.0024111
1070.5,0.00282644
1071,0.00324275
1071.5,0.00372555
1072,0.00420835
1072.5,0.00474395
1073,0.00527874
1073.5,0.00577012
1074,0.00626208
1074.5,0.00654955
1075,0.00683685
1075.5,0.00689654
1076,0.00695628
1076.5,0.00680976
1077,0.0066635
1077.5,0.00644655
1078,0.0062289
1078.5,0.00595409
1079,0.0056802
1079.5,0.00545484
1080,0.00522942
1080.5,0.0050868
1081,0.00494385
1081.5,0.00486339
1082,0.00478289
1082.5,0.00473667
1083,0.00469055
1083.5,0.00473103
1084,0.00477157
1084.5,0.00488846
1085,0.00500517
1085.5,0.00520657
1086,0.00540818
1086.5,0.00570554
1087,0.00600304
1087.5,0.0064434
1088,0.00688435
1088.5,0.00748944
1089,0.00809407
1089.5,0.00902579
1090,0.00995614
1090.5,0.0113051
1091,0.0126567
1091.5,0.014738399
1092,0.0168225
1092.5,0.0200132
1093,0.0231999
1093.5,0.027828099
1094,0.0324536
1094.5,0.0390164
1095,0.0455887
1095.5,0.052911602
1096,0.0602338
1096.5,0.065545901
1097,0.0708493
1097.5,0.071883202
1098,0.072918303
1098.5,0.069368898
1099,0.0658201
1099.5,0.060162198
1100,0.054492999
1100.5,0.048928702
1101,0.0433749
1101.5,0.039300299
1102,0.035223001
1102.5,0.032363
1103,0.0294998
1103.5,0.0275703
1104,0.025642599
1104.5,0.0244589
1105,0.023274501
1105.5,0.0225446
1106,0.021814799
1106.5,0.021542401
1107,0.021269701
1107.5,0.0213304
1108,0.0213911
1108.5,0.0217789
1109,0.022166999
1109.5,0.022873501
1110,0.0235789
1110.5,0.0247082
1111,0.0258374
1111.5,0.027597399
1112,0.029363099
1112.5,0.0316241
1113,0.033878
1113.5,0.0370436
1114,0.040209299
1114.5,0.044522001
1115,0.0488438
1115.5,0.054087001
1116,0.059333001
1116.5,0.065434998
1117,0.071531802
1117.5,0.077198399
1118,0.082871201
1118.5,0.086448999
1119,0.090016599
1119.5,0.090529397
1120,0.091043499
1120.5,0.088090601
1121,0.085133902
1121.5,0.079861301
1122,0.074604998
1122.5,0.068921997
1123,0.063222297
1123.5,0.058122497
1124,0.0530274
1124.5,0.048742801
1125,0.044466701
1125.5,0.0413131
1126,0.038153501
1126.5,0.0358216
1127,0.033486701
1127.5,0.0316474
1128,0.02981
1128.5,0.028509399
1129,0.0272081
1129.5,0.026303099
1130,0.025396599
1130.5,0.0247491
1131,0.024103301
1131.5,0.0237627
1132,0.0234219
1132.5,0.023299801
1133,0.0231775
1133.5,0.0232518
1134,0.023326
1134.5,0.023600399
1135,0.023874499
1135.5,0.0244111
1136,0.024949599
1136.5,0.0256525
1137,0.026355099
1137.5,0.027322199
1138,0.028288999
1138.5,0.029546701
1139,0.0308032
1139.5,0.032433801
1140,0.034067
1140.5,0.0360095
1141,0.0379506
1141.5,0.0403743
1142,0.042794901
1142.5,0.0457457
1143,0.0487029
1143.5,0.052142801
1144,0.055584701
1144.5,0.059313001
1145,0.063032901
1145.5,0.0669031
1146,0.070770999
1146.5,0.0747132
1147,0.0786672
1147.5,0.0818489
1148,0.085028401
1148.5,0.087258301
1149,0.089489302
1149.5,0.090401998
1150,0.091315201
1150.5,0.091027399
1151,0.090739399
1151.5,0.089395
1152,0.0880518
1152.5,0.0858991
1153,0.083748001
1153.5,0.081530301
1154,0.079313602
1154.5,0.076927099
1155,0.074538402
1155.5,0.072469102
1156,0.070396101
1156.5,0.068639702
1157,0.066880701
1157.5,0.065255002
1158,0.063633203
1158.5,0.062489201
1159,0.061345298
1159.5,0.060521503
1160,0.059698999
1160.5,0.0592764
1161,0.058852998
1161.5,0.058784598
1162,0.058716099
1162.5,0.058906898
1163,0.059097598
1163.5,0.0596389
1164,0.060179702
1164.5,0.061136601
1165,0.062094501
1165.5,0.063440902
1166,0.064786902
1166.5,0.066604698
1167,0.068426703
1167.5,0.070560601
1168,0.072691898
1168.5,0.075478398
1169,0.078258902
1169.5,0.081618299
1170,0.084972801
1170.5,0.089131203
1171,0.0932895
1171.5,0.098554895
1172,0.103833003
1172.5,0.109949999
1173,0.116071
1173.5,0.123706996
1174,0.131348998
1174.5,0.140427996
1175,0.149512
1175.5,0.159832998
1176,0.170123996
1176.5,0.182967004
1177,0.19581099
1177.5,0.210185
1178,0.224546995
1178.5,0.241353991
1179,0.25814299
1179.5,0.277577993
1180,0.29702601
1180.5,0.318049989
1181,0.339113991
1181.5,0.361533999
1182,0.383967999
1182.5,0.406704005
1183,0.429446995
1183.5,0.451389002
1184,0.47335499
1184.5,0.494233985
1185,0.515130023
1185.5,0.533008995
1186,0.550886011
1186.5,0.566074997
1187,0.581256999
1187.5,0.59406301
1188,0.606869999
1188.5,0.617212011
1189,0.627544988
1189.5,0.63649402
1190,0.645436998
1190.5,0.653957017
1191,0.662482996
1191.5,0.671001989
1192,0.679516001
1192.5,0.689542014
1193,0.699571008
1193.5,0.710874982
1194,0.722170016
1194.5,0.736306002
1195,0.750460988
1195.5,0.767685985
1196,0.784910005
1196.5,0.805970002
1197,0.827058963
1197.5,0.852114987
1198,0.877181999
1198.5,0.907814037
1199,0.938432012
1199.5,0.974272005
1200,1.010060031
1200.5,9.5E-05
